1	ACBD7
2	ALDH4A1
4	APRT
5	ARHGDIA
6	ATXN10
8	DHRS7
12	FKBP2
14	GLO1
15	HINT1
17	HTT
18	IARS
20	KARS
22	LARS
23	LGALSL
24	MYEF2
27	NUDT3
28	OXCT1
29	PAFAH1B2
31	PFN1
32	PFN2
34	PGK1
35	PPA1
36	PPIA
37	PRDX5
41	RARS
42	RBP1
44	SCRN1
48	TPI1
49	UBE2K
30	PDXP
40	PSMD2
3	AMPD2
11	FKBP1A
19	IVD
21	KHDRBS1
25	NDRG2
33	PGAM1
38	PREP
45	SFXN5
47	TMPO
9	DRG1
10	EIF3F
13	FSCN1
16	HSD17B12
26	NONO
39	PSMC1
43	RPS3A
7	CHMP2A
46	SSB
