AAK1	ABHD12
AAK1	A0A0A0MR40
AAK1	ACAN
AAK1	ACTR2
AAK1	ACTR3B
AAK1	AGK
AAK1	APMAP
AAK1	APOE
AAK1	ARFGAP1
AAK1	ARFIP2
AAK1	ARHGAP1
AAK1	ARL15
AAK1	ASNA1
AAK1	ATP6V0D1
AAK1	ATP6V0D2
AAK1	ATP6V1C1
AAK1	ATP6V1H
AAK1	B4GAT1
AAK1	BDH1
AAK1	C2CD2L
AAK1	C2CD4C
AAK1	CAMK1D
AAK1	CAMK2B
AAK1	CAMK2D
AAK1	A0A0A0MS52
AAK1	CAMKK2
AAK1	CAPG
AAK1	CAPN1
AAK1	CD200
AAK1	CEND1
AAK1	CLTA
AAK1	CLTB
AAK1	CLU
AAK1	CLVS1
AAK1	COPS3
AAK1	COPS6
AAK1	CSRP1
AAK1	DBT
AAK1	DCTN2
AAK1	DCUN1D1
AAK1	DLGAP1
AAK1	DNAJA2
AAK1	DNAJA3
AAK1	DNAJB4
AAK1	EHD1
AAK1	EHD3
AAK1	EPS15L1
AAK1	ERGIC1
AAK1	FAM49A
AAK1	FBXO41
AAK1	FXYD7
AAK1	GLS
AAK1	GNAI1
AAK1	GNAO1
AAK1	GOT2
AAK1	GPHN
AAK1	HMOX2
AAK1	HOMER1
AAK1	IQSEC2
AAK1	ITPKA
AAK1	KCNAB2
AAK1	KIAA0513
AAK1	PHF24
AAK1	RELCH
AAK1	LRRC59
AAK1	MADD
AAK1	MAP1A
AAK1	MAP1B
AAK1	MAP2
AAK1	MAP2K1
AAK1	MAP2K4
AAK1	MTCH2
AAK1	MYLK
AAK1	NACA
AAK1	NAPG
AAK1	NCKIPSD
AAK1	NDEL1
AAK1	NECAB1
AAK1	NGEF
AAK1	NUDCD3
AAK1	OCIAD1
AAK1	OTUB1
AAK1	PACS1
AAK1	PDHB
AAK1	PDK2
AAK1	PDK3
AAK1	PEX5L
AAK1	PHB2
AAK1	PICK1
AAK1	PIP4K2A
AAK1	PIP4K2C
AAK1	PRDX6
AAK1	PRKAR2B
AAK1	PRKRA
AAK1	PSD3
AAK1	PTK2B
AAK1	PTPRE
AAK1	RDH14
AAK1	A0A0A0MSE0
AAK1	RUFY3
AAK1	SCAI
AAK1	SCCPDH
AAK1	SCN2B
AAK1	SELENBP1
AAK1	SEPTIN10
AAK1	SFN
AAK1	SFXN3
AAK1	SGTB
AAK1	SH3GL1
AAK1	SH3GL2
AAK1	SH3GL3
AAK1	SH3GLB2
AAK1	SLC25A11
AAK1	SLC25A23
AAK1	SLC25A27
AAK1	SLC25A46
AAK1	SLC4A7
AAK1	SNX4
AAK1	STX1B
AAK1	STX7
AAK1	SYNE2
AAK1	SYNGAP1
AAK1	SYNPO
AAK1	SYP
AAK1	SYT12
AAK1	F5H126
AAK1	TIMM50
AAK1	TMX4
AAK1	TOLLIP
AAK1	TSPAN7
AAK1	TTC7B
AAK1	TUBA1B
AAK1	TUBA4A
AAK1	TUBB
AAK1	TUBB2A
AAK1	TUBB3
AAK1	TUBB4A
AAK1	TUFM
AAK1	TXNRD1
AAK1	UBQLN2
AAK1	USP11
AAK1	USP46
AAK1	VGF
AAK1	VPS53
AAK1	WDR37
ABHD12	A0A0A0MR40
ABHD12	ACADM
ABHD12	ACAN
ABHD12	ACTR2
ABHD12	ACTR3B
ABHD12	ADAP1
ABHD12	AGAP3
ABHD12	AGK
ABHD12	AIMP2
ABHD12	APMAP
ABHD12	APOE
ABHD12	ARFGAP1
ABHD12	ARFIP2
ABHD12	ARHGAP1
ABHD12	ARL15
ABHD12	ASNA1
ABHD12	ASS1
ABHD12	ATAD1
ABHD12	ATG4B
ABHD12	ATP1B2
ABHD12	ATP6V0D1
ABHD12	ATP6V0D2
ABHD12	ATP6V1C1
ABHD12	ATP6V1H
ABHD12	B4GAT1
ABHD12	BDH1
ABHD12	BSG
ABHD12	C2CD2L
ABHD12	C2CD4C
ABHD12	CAB39
ABHD12	CAMK1
ABHD12	CAMK1D
ABHD12	CAMK2B
ABHD12	CAMK2D
ABHD12	A0A0A0MS52
ABHD12	CAMKK1
ABHD12	CAMKK2
ABHD12	CAPG
ABHD12	CAPN1
ABHD12	CD200
ABHD12	CEND1
ABHD12	CLTA
ABHD12	CLTB
ABHD12	CLU
ABHD12	CLVS1
ABHD12	COPS3
ABHD12	COPS6
ABHD12	CSRP1
ABHD12	DBT
ABHD12	DCTN2
ABHD12	DCUN1D1
ABHD12	H3BLZ8
ABHD12	DLGAP1
ABHD12	DNAJA1
ABHD12	DNAJA2
ABHD12	DNAJA3
ABHD12	DNAJB1
ABHD12	H7C2Y5
ABHD12	DNAJB2
ABHD12	DNAJB4
ABHD12	EEF1G
ABHD12	EHD1
ABHD12	EHD3
ABHD12	ERGIC1
ABHD12	FAM49A
ABHD12	FBXO41
ABHD12	FXYD7
ABHD12	GLS
ABHD12	GNA11
ABHD12	GNAI1
ABHD12	GNAO1
ABHD12	GNAQ
ABHD12	GNAS
ABHD12	GOT2
ABHD12	GPD1L
ABHD12	GPHN
ABHD12	GSR
ABHD12	GSTK1
ABHD12	C9JAW5
ABHD12	HMOX2
ABHD12	HOMER1
ABHD12	HSPA12A
ABHD12	IFT81
ABHD12	INA
ABHD12	IQSEC2
ABHD12	ITPKA
ABHD12	KATNB1
ABHD12	KCNAB2
ABHD12	KIAA0513
ABHD12	PHF24
ABHD12	RELCH
ABHD12	LRRC59
ABHD12	MADD
ABHD12	MAP1A
ABHD12	MAP1B
ABHD12	MAP2
ABHD12	MAP2K1
ABHD12	MAP2K4
ABHD12	MARK4
ABHD12	MTCH2
ABHD12	MYLK
ABHD12	NACA
ABHD12	NAPG
ABHD12	NARS
ABHD12	NCKIPSD
ABHD12	NDEL1
ABHD12	NDRG1
ABHD12	NDUFS2
ABHD12	NECAB1
ABHD12	NGEF
ABHD12	NUDCD3
ABHD12	OCIAD1
ABHD12	PACS1
ABHD12	PCYOX1L
ABHD12	PDHB
ABHD12	PDIA4
ABHD12	PDK2
ABHD12	PDK3
ABHD12	PEX5L
ABHD12	PHB2
ABHD12	PICK1
ABHD12	PIP4K2A
ABHD12	PIP4K2C
ABHD12	PRDX6
ABHD12	PRKAR1B
ABHD12	PRKAR2B
ABHD12	PRKRA
ABHD12	PSD3
ABHD12	PSMC4
ABHD12	PSMD11
ABHD12	PTK2B
ABHD12	PTPRE
ABHD12	PURA
ABHD12	RDH14
ABHD12	A0A0A0MSE0
ABHD12	RUFY3
ABHD12	SCAI
ABHD12	SCCPDH
ABHD12	SCN2B
ABHD12	SCO1
ABHD12	SELENBP1
ABHD12	SEPTIN10
ABHD12	SERPINB6
ABHD12	SFN
ABHD12	SFXN3
ABHD12	SGTB
ABHD12	SH3GL1
ABHD12	SH3GL2
ABHD12	SH3GL3
ABHD12	SH3GLB2
ABHD12	SLC25A11
ABHD12	SLC25A23
ABHD12	SLC25A27
ABHD12	SLC25A46
ABHD12	SLC4A7
ABHD12	SNX4
ABHD12	STX1B
ABHD12	STX7
ABHD12	SYNE2
ABHD12	SYNGAP1
ABHD12	SYNPO
ABHD12	SYP
ABHD12	SYT12
ABHD12	F5H126
ABHD12	TEX2
ABHD12	TIMM50
ABHD12	TMX4
ABHD12	TOLLIP
ABHD12	TRAPPC1
ABHD12	TSPAN7
ABHD12	TTC7B
ABHD12	TUBA1B
ABHD12	Q13748
ABHD12	TUBA4A
ABHD12	TUBB
ABHD12	TUBB2A
ABHD12	TUBB3
ABHD12	TUBB4A
ABHD12	TUFM
ABHD12	TXNRD1
ABHD12	UBQLN2
ABHD12	UQCC1
ABHD12	ATP5MD
