ACAD9	KNDC1
ACTN4	AGRN
ACTN4	AHNAK
ACTN4	ANKFY1
ACTN4	AQP4
ACTN4	COL4A2
ACTN4	COL6A3
ACTN4	COPB1
ACTN4	CTNNA2
ACTN4	CTNND2
ACTN4	DLST
ACTN4	DSP
ACTN4	E9PEB9
ACTN4	EFTUD2
ACTN4	ERLIN2
ACTN4	FLNA
ACTN4	IQGAP1
ACTN4	KTN1
ACTN4	LAMB2
ACTN4	LAMC1
ACTN4	LRP1
ACTN4	MMS19
ACTN4	MTHFD1
ACTN4	MYH14
ACTN4	MYH9
ACTN4	MYO18A
ACTN4	NUMA1
ACTN4	PLEC
ACTN4	PLPP3
ACTN4	PRKCA
ACTN4	PRKDC
ACTN4	PRODH
ACTN4	PTPRA
ACTN4	RPN1
ACTN4	SESTD1
ACTN4	SLC1A3
ACTN4	SLC3A2
ACTN4	SPTAN1
ACTN4	SPTBN1
ACTN4	STXBP3
ACTN4	TINAGL1
ACTN4	TLN1
ACTN4	TNPO1
ACTN4	TRIO
ACTN4	XRCC5
ACTN4	XRCC6
ADD1	AGRN
ADD1	AHNAK
ADD1	ANKFY1
ADD1	AQP4
ADD1	COPG1
ADD1	CTNNA2
ADD1	CTNND2
ADD1	DHX9
ADD1	DSP
ADD1	EEF2
ADD1	EFTUD2
ADD1	EIF3B
ADD1	ERLIN2
ADD1	FARP1
ADD1	FLNA
ADD1	LAMB2
ADD1	LAMC1
ADD1	MTHFD1
ADD1	MYH9
ADD1	PLEC
ADD1	PLPP3
ADD1	PRKCA
ADD1	PTPRA
ADD1	SLC1A3
ADD1	SLC25A20
ADD1	SLC3A2
ADD1	TLN1
ADD1	TNPO1
ADD1	TRIO
ADD1	XRCC5
AGRN	AHNAK
AGRN	ANK1
AGRN	ANK2
AGRN	ANKFY1
AGRN	APP
AGRN	AQP4
AGRN	ATP1A2
AGRN	ATP6V1F
AGRN	ATP6V1G2
AGRN	BZW1
AGRN	COL4A2
AGRN	COL6A1
AGRN	COL6A3
AGRN	COPA
AGRN	COPB1
AGRN	COPG1
AGRN	CTNNA2
AGRN	CTNNB1
AGRN	CTNND2
AGRN	DARS
AGRN	DCLK2
AGRN	DDX39B
AGRN	DHX9
AGRN	DLST
AGRN	DSP
AGRN	E9PEB9
AGRN	DYNC1H1
AGRN	EEF2
AGRN	EFTUD2
AGRN	EIF3A
AGRN	EIF3B
AGRN	EPRS
AGRN	ERLIN2
AGRN	ETF1
AGRN	FABP3
AGRN	FARP1
AGRN	FASN
AGRN	FLNA
AGRN	FN3K
AGRN	FYN
AGRN	GAD1
AGRN	GBE1
AGRN	GPR37L1
AGRN	HAPLN4
AGRN	HNRNPU
AGRN	IQGAP1
AGRN	ISCA1
AGRN	KIF1A
AGRN	KNDC1
AGRN	KTN1
AGRN	LAMB2
AGRN	LAMC1
AGRN	LRP1
AGRN	LYPLAL1
AGRN	MACF1
AGRN	MAG
AGRN	MARC2
AGRN	MFN2
AGRN	MMS19
AGRN	MPP6
AGRN	MTHFD1
AGRN	MYH14
AGRN	MYH9
AGRN	MYO18A
AGRN	NCAM1
AGRN	NCAM2
AGRN	NEDD8-MDP1
AGRN	NRCAM
AGRN	NUMA1
AGRN	PC
AGRN	PCSK1N
AGRN	PFDN4
AGRN	PFDN5
AGRN	PLEC
AGRN	PODXL
AGRN	POR
AGRN	PLPP3
AGRN	PPP3CA
AGRN	PRDX3
AGRN	PRKCA
AGRN	PRKDC
AGRN	PRODH
AGRN	PRPF8
AGRN	PTPRA
AGRN	RPN1
AGRN	RPN2
AGRN	RUVBL2
AGRN	SESTD1
AGRN	SLC1A3
AGRN	SLC25A20
AGRN	SLC3A2
AGRN	SNCA
AGRN	SNCB
AGRN	SNCG
AGRN	SND1
AGRN	SPTAN1
