2	ACSL6
3	ACTN1
9	AP1B1
10	AP1G1
11	AP2A1
12	AP2A2
13	AP2B1
14	AP3B2
16	ARHGAP26
18	ARHGEF2
19	ARHGEF7
30	CLASP2
39	DLAT
42	DLG4
43	DNAJC6
44	DNM1
47	DNM3
48	DPP6
51	EPB41L3
58	GIT1
60	GRIA2
61	GRIA3
67	IGSF9B
69	IMMT
70	IQSEC1
72	KIF5C
75	LETM1
76	LONP1
81	NCKAP1
84	NSF
85	NT5C2
86	OGDH
91	PDE2A
99	PRKCG
102	RASA1
107	SLC25A12
108	SLC25A13
121	TOMM70
4	ACTN2
5	ADAM22
6	COQ8A
7	AFG3L2
8	AMPH
17	ARHGAP44
21	ATP6V1A
22	AVL9
24	CACNA2D1
25	A0A087WZR6
26	CADM4
27	CAMK4
29	CAP2
31	CLINT1
32	CLSTN1
33	CORO1A
35	CSPG5
37	CUL3
41	DLG3
45	DNM1L
46	DNM2
49	DYNC1I1
50	EPB41L1
52	EPN1
54	EXOC3
56	FAM49B
57	GGT7
59	GNL1
62	H2AFY
63	HGS
64	HK1
66	IGSF8
68	ILF3
73	E7EVH7
79	MGLL
82	NECAB2
83	NLGN2
87	OGT
88	PCYOX1
90	PDE1B
92	PFKP
93	PIP5K1C
94	PPP2R1A
95	PPP2R2A
96	PPP2R5D
97	PPP2R5E
98	PRKCE
100	PTBP1
103	RHOT1
104	RMDN3
106	SIRPA
109	SNAP91
110	SNX30
111	SOGA3
113	STXBP1
114	SYNPR
115	SYT1
116	SYT5
117	TBC1D17
119	TOM1
120	TOM1L2
123	TPRG1L
124	TRAP1
125	UGGT1
126	USP5
129	WASF1
20	ATAD3A
105	SARS2
122	TPP1
128	VPS51
65	HSPA4L
101	RALY
28	CAND1
74	KPNB1
118	TNPO3
40	DLG1
127	VPS35
38	DAD1
36	CTNND1
53	EXOC2
71	KIF2A
77	LRRC40
78	MCCC2
89	PDCD6IP
34	CSDE1
15	APPL1
112	SPART
