1	ALDH2
2	ALDH6A1
3	ALDH7A1
4	ALDH9A1
5	AP2S1
6	ARRB1
7	CAMKV
8	CCDC92
9	CPNE6
10	CRK
11	CRTC1
12	DDAH1
13	DYNLRB1
14	EIF4G1
15	ENO1
16	GRHPR
17	HEBP2
18	HSD17B10
19	P08107
20	HSPA5
21	LAP3
22	MAP1S
23	NADK2
24	PAICS
25	PGD
26	PHLDB1
27	RDH11
28	SLC25A22
29	TKT
30	WASL
