1	ACSS1
3	AKR1A1
7	ATP5PO
8	ATP6V1E1
9	BCAN
11	CCT2
15	ELAVL2
16	ELAVL4
17	FARSA
18	FARSB
19	G3BP2
21	HNRNPD
23	HPCAL1
26	MAP6
27	MCCC1
28	NCALD
30	NCS1
31	NDUFA2
33	NOVA2
34	NPEPPS
35	PCBP2
39	PRPSAP1
44	RNH1
51	TPD52
52	TPD52L2
2	ACTR1A
4	ATP5F1B
6	ATP5ME
13	CKMT1A
22	HPCA
24	ILF2
36	PPP1CB
37	PPP2CA
42	RBMX
43	RIT1
45	RNPEP
48	SEPTIN3
49	SGIP1
5	ATP5F1D
14	A0A0A6YYI4
32	NDUFV2
50	SLIRP
53	TPPP
56	UQCRFS1
25	KRAS
40	PSPC1
47	SDHB
54	TRAPPC3
12	CCT8
41	PTPRZ1
29	NCAN
10	CALR
55	U2AF2
38	PRKCSH
20	GPD2
