1	ABR
2	AHCY
3	ALDOA
4	ALDOC
6	ECI1
7	EFHD2
8	EIF4G2
9	GDA
10	GNAI2
11	GPX1
12	HDHD2
13	HPRT1
14	HSPE1
15	IAH1
16	PARK7
17	PEBP1
18	PRDX2
20	RAD23B
21	SNX1
23	TALDO1
24	TF
25	TXN
19	PLPBP
22	SNX5
5	BPHL
