1	A2M
3	ACAA2
4	ACADS
5	ACADVL
6	ADAM23
7	A0A087WX08
8	AK1
9	ALAD
10	ALCAM
11	ALDH1L1
12	ANXA1
13	ANXA2
14	ANXA5
15	ARL3
16	ASAH1
17	ATIC
18	ATP1B1
19	ATP6AP1
21	BAG3
23	BIN1
24	BLVRB
25	C4B
26	CADM2
27	CADM3
28	CAMK2A
29	CANX
30	CAP1
31	CAPN2
32	CAPZA2
34	CASK
35	CBR1
38	CDH2
39	CHDH
40	CLIC1
41	CLIC4
42	CNN3
43	CNP
44	COQ5
45	CORO1B
46	COTL1
48	CROCC
49	CRYAB
50	CRYL1
51	CS
52	CSE1L
54	CTNNA1
55	CTSD
56	CYFIP1
57	DDAH2
58	DDX3X
62	DMTN
63	DTNA
64	DYNC1LI1
65	ENOPH1
66	EPHX1
67	EZR
68	FABP7
71	FHL1
72	FIBP
73	FMNL2
74	FNTA
75	FTL
76	FXYD1
77	G6PD
78	GAP43
79	GCLC
81	GFAP
82	GJA1
83	GLUD1
84	GNA13
85	GRM3
86	GSK3A
87	GSN
88	GSTM2
89	GSTM3
90	GSTM5
92	HADHA
93	HADHB
94	HAPLN2
95	HEPACAM
96	HIST1H1C
98	HIST1H4A
99	HIST2H3PS2
101	HNRNPM
103	HP1BP3
105	HSDL2
106	HSPA2
107	HSPB1
110	IST1
111	KBTBD11
112	KCNA2
113	LAMP1
114	LAMP2
115	LANCL2
116	LGI3
117	LLGL1
118	LMNA
119	J9JID7
120	LTA4H
121	MAOB
122	MAP2K2
124	A0A087WZH7
125	ME3
126	MOG
127	MSN
129	NAMPT
131	NDRG3
132	NDRG4
133	NDUFA10
134	NDUFS1
135	NDUFV1
136	NECAP1
137	NEFM
138	F6X2W2
139	NFS1
141	NPTN
142	NPTX1
144	NTRK2
145	OLFM1
146	OPCML
148	OXR1
149	PACSIN1
150	PADI2
151	PAFAH1B3
153	PBXIP1
155	PCMT1
156	PDHA1
157	PDHX
158	PDIA3
159	PEA15
160	PFKFB2
161	PGLS
162	PHGDH
163	PHPT1
164	PIK3R4
165	PLCB1
166	PLCD1
168	PLSCR4
169	PMVK
171	PPID
173	PRDX4
174	PRKAG1
175	PRRT2
176	PSAT1
179	PSMD5
180	CAVIN1
181	PYGB
182	PYGM
183	RABL6
184	RAP1GAP
185	RDX
186	RGS6
187	RPH3A
188	RRAS
189	RSU1
192	SCARB2
193	SEPTIN2
194	SEPTIN5
195	SET
197	SLC30A3
198	SLC44A2
199	SMAP1
200	SNTA1
202	SNX2
203	SORBS1
204	A0A087X1H6
205	STOM
208	SYNE1
209	SYPL1
210	TBC1D15
211	TBCB
212	TIMM44
213	TJP2
214	TMX1
215	TNC
217	TTC1
218	TTN
219	TUBB2B
220	TUBB4B
221	TUBB6
223	UBA1
225	UCHL3
226	UQCRC1
227	VCAN
228	VCL
229	VIM
230	VSNL1
231	VTA1
232	WDR1
233	WDR13
2	AARS
80	GDAP1
20	ATP6V1B2
53	CSTB
59	DDX5
60	DDX6
97	HIST1H1E
104	HSD17B4
130	NCL
147	OPTN
190	RUVBL1
222	TWF2
33	CARNS1
47	CPT2
61	B7Z264
69	FAM171B
70	FGF1
91	GSTO1
102	HNRNPR
108	hCG_2004980
109	INPP1
123	MAPRE1
143	NT5DC3
170	POLR2H
172	PPP2R5A
177	PSMB4
191	S100A1
201	SNX12
206	SUCLA2
216	TPPP3
224	UBE2L3
22	BCL2L2
100	HNRNPA1
154	PCCB
196	SIRT2
140	NPLOC4
37	CCS
128	MVP
152	PALM
167	PLS3
178	PSMD4
207	SYNCRIP
36	VPS50
