1	ARCN1
2	ARL1
3	ARL8B
9	DDOST
12	IDH1
13	MAP4
18	RAB1A
19	RAB1B
20	RAB21
25	RAP2C
26	RBBP4
27	TJP1
28	TMED2
7	CORO2B
8	CRYZ
10	DNAJC11
11	EPM2AIP1
16	PSMD3
17	RAB14
22	RAB35
23	RAB4A
24	RAB4B
5	BPIFB4
6	CORO1C
14	MAPK1
21	RAB2A
4	ATG7
