1	AAK1
2	ABHD12
3	A0A0A0MR40
10	AGK
14	ARFGAP1
24	ATP6V0D1
25	ATP6V0D2
26	ATP6V1C1
27	ATP6V1H
30	BDH1
32	C2CD2L
33	C2CD4C
37	CAMK1D
39	CAMK2D
40	A0A0A0MS52
43	CAPG
47	CEND1
48	CLTA
49	CLTB
52	COPS3
53	COPS6
56	DBT
61	DLGAP1
76	FAM49A
78	FXYD7
79	GLS
82	GNAI1
83	GNAO1
88	GPHN
94	HOMER1
99	IQSEC2
100	ITPKA
103	KIAA0513
104	PHF24
105	RELCH
106	LRRC59
108	MAP1A
109	MAP1B
110	MAP2
112	MAP2K4
115	MTCH2
116	MYLK
117	NACA
124	NECAB1
126	NGEF
128	OCIAD1
130	PACS1
132	PDHB
135	PDK3
140	PICK1
144	PRDX6
147	PRKRA
148	PSD3
152	PTK2B
153	PTPRE
155	RDH14
156	A0A0A0MSE0
159	SCAI
160	SCCPDH
164	SEPTIN10
166	SFN
168	SGTB
170	SH3GL2
171	SH3GL3
172	SH3GLB2
173	SLC25A11
175	SLC25A27
176	SLC25A46
177	SLC4A7
178	SNX4
179	STX1B
180	STX7
182	SYNGAP1
183	SYNPO
184	SYP
185	SYT12
186	F5H126
190	TOLLIP
192	TSPAN7
197	TUBB
206	USP11
210	VPS53
211	WDR37
6	ACTR2
7	ACTR3B
9	AGAP3
12	APMAP
13	APOE
15	ARFIP2
16	ARHGAP1
17	ARL15
18	ASNA1
20	ATAD1
28	B4GAT1
36	CAMK1
38	CAMK2B
41	CAMKK1
42	CAMKK2
44	CAPN1
46	CD200
50	CLU
57	DCTN2
58	DCUN1D1
62	DNAJA1
63	DNAJA2
64	DNAJA3
67	DNAJB2
68	DNAJB4
71	EHD1
72	EHD3
77	FBXO41
86	GOT2
93	HMOX2
107	MADD
111	MAP2K1
118	NAPG
120	NCKIPSD
121	NDEL1
123	NDUFS2
127	NUDCD3
134	PDK2
136	PEX5L
138	PHB2
142	PIP4K2A
143	PIP4K2C
145	PRKAR1B
146	PRKAR2B
149	PSMC4
158	RUFY3
161	SCN2B
163	SELENBP1
165	SERPINB6
167	SFXN3
169	SH3GL1
174	SLC25A23
188	TIMM50
189	TMX4
194	TUBA1B
196	TUBA4A
198	TUBB2A
199	TUBB3
200	TUBB4A
201	TUFM
203	UBQLN2
207	USP46
208	VGF
4	ACADM
5	ACAN
8	ADAP1
21	ATG4B
34	CAB39
51	CLVS1
55	CSRP1
59	H3BLZ8
65	DNAJB1
66	H7C2Y5
81	GNA11
87	GPD1L
90	GSR
92	C9JAW5
95	HSPA12A
101	KATNB1
102	KCNAB2
113	MARK4
151	PSMD11
154	PURA
181	SYNE2
193	TTC7B
202	TXNRD1
205	ATP5MD
31	BSG
70	EEF1G
96	IFT81
195	Q13748
19	ASS1
23	ATP5F1A
60	O43143
69	DUSP3
84	GNAQ
91	GSTK1
97	INA
119	NARS
133	PDIA4
150	PSMC5
162	SCO1
11	AIMP2
35	CAB39L
85	GNAS
139	PICALM
209	I3L4J1
22	ATP1B2
187	TEX2
74	ERGIC1
131	PCYOX1L
80	GLTP
89	GPI
125	NEFL
141	PIK3R1
129	OTUB1
122	NDRG1
204	UQCC1
212	WDR47
157	RPL29
73	EPS15L1
54	CRKL
114	ME2
137	PFKM
191	TRAPPC1
