12	35	0.0018949287
13	35	0.0018949287
26	36	0.0018239056
14	36	0.0018239056
4	37	0.0013609697
36	37	0.0013609697
37	38	0.0013395776
33	38	0.0013395776
38	39	0.001320458
9	39	0.001320458
35	40	0.0012546008
39	40	0.0012546008
25	41	0.0033081097
15	41	0.0033081097
16	42	0.0020051396
41	42	0.0020051396
40	43	0.0011059882
6	43	0.0011059882
11	44	0.0010542041
43	44	0.0010542041
8	45	0.0008397553
7	45	0.0008397553
44	46	0.0008215134
1	46	0.0008215134
42	46	0.0008215134
22	46	0.0008215134
45	46	0.0008215134
46	47	0.0008038158
3	47	0.0008038158
47	48	0.00077362393
5	48	0.00077362393
48	49	0.0007297154
20	49	0.0007297154
49	50	0.0007261863
27	50	0.0007261863
50	51	0.0006885219
29	51	0.0006885219
51	52	0.00052498205
30	52	0.00052498205
28	53	0.0004254141
52	53	0.0004254141
32	54	0.00038984456
53	54	0.00038984456
10	55	0.0003694428
54	55	0.0003694428
55	56	0.00035895122
18	56	0.00035895122
56	57	0.00023491964
31	57	0.00023491964
19	58	0.00019343302
57	58	0.00019343302
24	59	0.00018186211
58	59	0.00018186211
21	60	0.00014987477
59	60	0.00014987477
2	61	0.0001334603
60	61	0.0001334603
61	62	0.00012845977
23	62	0.00012845977
17	63	4.0104533e-05
62	63	4.0104533e-05
63	64	5.2517407e-06
34	64	5.2517407e-06
