18	35	0.0033583385
15	35	0.0033583385
21	36	0.0019310417
14	36	0.0019310417
36	37	0.0017780671
26	37	0.0017780671
6	38	0.0022133368
32	38	0.0022133368
13	39	0.0018465127
38	39	0.0018465127
3	40	0.0012266253
39	40	0.0012266253
40	41	0.0010756665
20	41	0.0010756665
33	42	0.0011239798
37	42	0.0011239798
12	43	0.00096057425
41	43	0.00096057425
29	44	0.00086563337
43	44	0.00086563337
9	44	0.00086563337
17	44	0.00086563337
42	44	0.00086563337
23	45	0.0008602704
22	45	0.0008602704
44	45	0.0008602704
45	46	0.00079419767
8	46	0.00079419767
46	47	0.00077427994
28	47	0.00077427994
27	48	0.00076533324
47	48	0.00076533324
48	49	0.0007495289
30	49	0.0007495289
49	50	0.00048413742
5	50	0.00048413742
34	51	0.00042705287
50	51	0.00042705287
51	52	0.0004253138
35	52	0.0004253138
52	53	0.0003929984
7	53	0.0003929984
31	54	0.0003819423
53	54	0.0003819423
54	55	0.00034231786
1	55	0.00034231786
55	56	0.0002317828
2	56	0.0002317828
11	57	0.00018723951
56	57	0.00018723951
4	58	0.00016970136
57	58	0.00016970136
16	59	0.0001492515
58	59	0.0001492515
10	60	0.00013081353
59	60	0.00013081353
60	61	0.0001281392
24	61	0.0001281392
61	62	4.6565154e-05
19	62	4.6565154e-05
25	63	6.6078424e-06
62	63	6.6078424e-06
