SOD2	ACYP2	S100A13	ETFB	DPYSL2	STIP1	ANXA7	SH3BGRL2	DPYSL3	SRI
PPIB	RUBCNL	ANXA11	PPP5C	A0A087WZW8	FTH1	HP	HSP90AB1	ALDH3A2	STX4
CACYBP	FAF2	HSPA6	EIF3L	HSP90AB4P	PRPSAP2	HNRNPL	PPIL1	TK2	ITGB8	RAB27B	TMEM30A	HSP90AA1	HSP90B1
